date,name,match_points,match_percentage
2025-06-25,"""Masike, Tebogo""",81.8455,40.9506%
2025-06-25,"""Goncalves, Rory""",80.7523,40.4036%
2025-06-25,"""Sukazi, Lindelihle""",75.4737,37.7625%
2025-06-25,"""Subotzky, Ryan""",74.5149,37.2828%
2025-06-25,"""Levinrad, Dayne 2""",74.5014,37.2760%
2025-06-25,"""Halim, Aadil""",74.2337,37.1421%
2025-06-25,"""Titizana, Zanemvula""",71.7268,35.8878%
2025-06-25,"""Levinrad, Dayne""",69.8205,34.9340%
2025-06-25,"""Maduna, Thabiso""",63.6718,31.8576%
2025-06-25,"""Van Schoor, Floyd""",59.8813,29.9610%
2025-06-25,"""Motloung, Sanele""",56.5231,28.2808%
2025-06-25,"""Blignaut, Nicole""",48.9755,24.5044%
2025-06-25,"""Ditsela, Richard""",47.8789,23.9557%
2025-06-25,"""Molefe, Kgotso""",38.9145,19.4705%
2025-06-25,"""Alho, Gabz""",28.5273,14.2734%
2025-06-25,"""Maluleka, Nkateko""",4.6020,2.3026%
2025-06-25,"""Coetzee, Marcel""",0.0000,0.0000%
